epoch,loss,val_loss
0,0.0421452559530735,0.03987463563680649
1,0.03967690095305443,0.03885427862405777
2,0.03874732181429863,0.038199156522750854
3,0.03829817473888397,0.037829238921403885
4,0.03793267905712128,0.03737236559391022
5,0.03769459202885628,0.03721291571855545
6,0.03748560696840286,0.03708110749721527
7,0.03732171282172203,0.0370938740670681
8,0.037198495119810104,0.03673657029867172
9,0.03706024959683418,0.03669700026512146
10,0.03693901002407074,0.036664318293333054
11,0.03686320409178734,0.036513566970825195
12,0.03679370880126953,0.03680037334561348
13,0.036712393164634705,0.036267876625061035
14,0.036664534360170364,0.03633981570601463
15,0.03658321872353554,0.03624771535396576
16,0.03655542805790901,0.036233335733413696
17,0.03650170564651489,0.036105722188949585
18,0.03645676001906395,0.03614535182714462
19,0.03639791160821915,0.03606114909052849
20,0.03638323023915291,0.036003027111291885
21,0.036321017891168594,0.036406464874744415
22,0.036287032067775726,0.03586409240961075
23,0.03627808019518852,0.035927269607782364
24,0.036225080490112305,0.03588191047310829
25,0.036204028874635696,0.03587822988629341
26,0.03616699203848839,0.03585105016827583
27,0.036162327975034714,0.035775136202573776
28,0.03610841557383537,0.03574955463409424
29,0.036123715341091156,0.03577548265457153
30,0.036063529551029205,0.03572523966431618
31,0.03604525700211525,0.035758670419454575
32,0.03601779416203499,0.03571460768580437
33,0.03600403293967247,0.03566876798868179
34,0.035974979400634766,0.035675711929798126
35,0.03596682846546173,0.035583849996328354
36,0.03592789173126221,0.035563863813877106
37,0.03590650111436844,0.0355587899684906
38,0.03590654209256172,0.03551826253533363
39,0.03588246926665306,0.035527847707271576
40,0.035846054553985596,0.03565336391329765
41,0.035847343504428864,0.03551394119858742
42,0.035819459706544876,0.03544216603040695
43,0.035792380571365356,0.03548649698495865
44,0.03578045219182968,0.03556297719478607
45,0.03575287386775017,0.035427309572696686
46,0.03575768321752548,0.03536900132894516
47,0.035718075931072235,0.035450249910354614
48,0.035713668912649155,0.03534618020057678
49,0.03569338098168373,0.03540390357375145
50,0.03567642718553543,0.035416945815086365
51,0.035707615315914154,0.035564761608839035
52,0.03565448895096779,0.035363055765628815
53,0.03563433513045311,0.035307373851537704
54,0.03561128303408623,0.03529776632785797
55,0.035620447248220444,0.03524007275700569
56,0.0355745293200016,0.03553759679198265
57,0.03558889776468277,0.03525349870324135
58,0.035564884543418884,0.03534822165966034
59,0.03555808961391449,0.03519938513636589
60,0.035531915724277496,0.03535471856594086
61,0.035544510930776596,0.035461850464344025
62,0.03558770567178726,0.0351523719727993
63,0.03548567369580269,0.03519397974014282
64,0.035530537366867065,0.03530213236808777
65,0.03548659384250641,0.03522023558616638
66,0.035463087260723114,0.03516901656985283
67,0.03546880558133125,0.035137441009283066
68,0.03546024113893509,0.035189539194107056
69,0.03543870896100998,0.03508034348487854
70,0.03547130152583122,0.035152871161699295
71,0.035430148243904114,0.035424068570137024
72,0.03539402782917023,0.035164106637239456
73,0.035436879843473434,0.035205382853746414
74,0.03541954234242439,0.03510734811425209
75,0.03540118411183357,0.03511723503470421
76,0.035381756722927094,0.035094451159238815
77,0.03537629544734955,0.03512236475944519
78,0.03536603972315788,0.035058680921792984
79,0.035374704748392105,0.03507011756300926
80,0.035363443195819855,0.035043537616729736
81,0.035357583314180374,0.03513457998633385
82,0.035337794572114944,0.035200268030166626
83,0.035339705646038055,0.035008639097213745
84,0.035320207476615906,0.03508000448346138
85,0.035329971462488174,0.03501509875059128
86,0.03531346470117569,0.03521508350968361
87,0.0352962501347065,0.03504741191864014
88,0.03532230854034424,0.03500150889158249
89,0.03529084846377373,0.03498367592692375
90,0.035327065736055374,0.0350862480700016
91,0.03530352562665939,0.03517495095729828
92,0.03529354929924011,0.03515200316905975
93,0.0352611318230629,0.03503001853823662
94,0.035286713391542435,0.035015206784009933
95,0.035288937389850616,0.035058144479990005
96,0.03528182581067085,0.03520955890417099
97,0.03525659814476967,0.03517001494765282
98,0.035295482724905014,0.03508662432432175
99,0.035277359187603,0.03497680649161339
