epoch,loss,val_loss
0,0.04873727634549141,0.04780014604330063
1,0.04755454510450363,0.04759855940937996
2,0.04747271165251732,0.047218434512615204
3,0.04727809876203537,0.04767269641160965
4,0.04714975133538246,0.04938090220093727
5,0.04703998565673828,0.04850894585251808
6,0.046963587403297424,0.047809354960918427
7,0.046876393258571625,0.047204047441482544
8,0.046857234090566635,0.04712904617190361
9,0.04656311497092247,0.04820770025253296
10,0.04643068462610245,0.04767540842294693
11,0.04629018157720566,0.04767947643995285
12,0.046301282942295074,0.04755356162786484
13,0.0461285226047039,0.04705668240785599
14,0.046063683927059174,0.04834943264722824
15,0.0461670383810997,0.05064105615019798
16,0.04610797390341759,0.04724792763590813
17,0.04602828249335289,0.04700598865747452
18,0.04594864696264267,0.049115125089883804
19,0.04596002399921417,0.047865983098745346
20,0.045870937407016754,0.047011133283376694
21,0.04623625800013542,0.047293905168771744
22,0.04589502885937691,0.04933025687932968
23,0.04596780613064766,0.04733115807175636
24,0.04627019912004471,0.0473347082734108
25,0.04584328830242157,0.04848381504416466
26,0.045813851058483124,0.04760119318962097
27,0.04583877697587013,0.0500292032957077
28,0.046075183898210526,0.04874229058623314
29,0.04572801664471626,0.04770719259977341
30,0.04609405994415283,0.04811767488718033
31,0.04574282839894295,0.048225123435258865
32,0.046017177402973175,0.04793109372258186
33,0.045804254710674286,0.047628872096538544
34,0.04584786668419838,0.04732518270611763
35,0.045972224324941635,0.047411274164915085
